NOG,Start_date,End_date,Modality,Category,Event_description,Buyer_entity,Buyer_sub_entity,Seller,Qty_of_offers,Amount,Qty,Unit_of_measurement,Qty_sum,bigger_than,days
12296031,2020-03-23,2020-03-25,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),Salud e insumos hospitalarios,EVENTO 4004-2020 C IGSS 6920. CAL SODADA EN ENVASE HERMETICO DE 1-5 KG.,INSTITUTO GUATEMALTECO DE SEGURIDAD SOCIAL -IGSS-,HOSPITAL GENERAL DE ENFERMEDADES,"EQUIPOS PARA HOSPITALES Y MEDICINAS, SOCIEDAD ANONIMA",1,38250.0,425,Envase - 5 Kilogramos(kg),425,False,1 days 10:39:43.000000000
12296066,2020-03-23,2020-03-25,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),Salud e insumos hospitalarios,MSPAS No. 2020-ROO-CD-1140 (ADQUISICION DE CAPECITABINA 500MG TABLETA),MINISTERIO DE SALUD PÚBLICA,HOSPITAL ROOSEVELT,"CODISTER COMERCIALIZADORA INTERNACIONAL, SOCIEDAD ANONIMA",4,83430.0,3240,Unidad - 1 Unidad,3240,False,1 days 19:18:43.000000000
12296074,2020-03-23,2020-03-25,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),"Textiles, ropa y calzado",ADQUISICION DE TELA DE CEFIRO DE 72¿ DE ANCHO COLOR AMARILLO. COMPRA DIRECTA No. MSPAS 2020 -ROO-CD-1113,MINISTERIO DE SALUD PÚBLICA,HOSPITAL ROOSEVELT,"AJXUP,TAVICO,,HECTOR,MANUEL",2,89760.0,3400,Yarda - 1 Unidad,3400,False,1 days 18:37:11.000000000
12296090,2020-03-23,2020-03-25,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),Salud e insumos hospitalarios,MSPAS No. 2020-ROO-CD-1141 (ADQUISICION DE KIT PARA HEMODIALISIS),MINISTERIO DE SALUD PÚBLICA,HOSPITAL ROOSEVELT,NIPRO MEDICAL CORPORATION - SUCURSAL DE GUATEMALA,1,89250.0,350,Unidad - 1 Unidad,350,False,1 days 19:19:10.000000000
12296112,2020-03-23,2020-03-25,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),Salud e insumos hospitalarios,MSPAS No. 2020-ROO-CD-1142 (ADQUISICION DE JABON LIQUIDO GLUCONATO),MINISTERIO DE SALUD PÚBLICA,HOSPITAL ROOSEVELT,"PHARMA BIOS, SOCIEDAD ANONIMA",1,85100.0,2300,Frasco - 1 Litro(lt),2300,False,1 days 19:19:36.000000000
12296147,2020-03-26,2020-03-31,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),Computación y telecomunicaciones,12 UNIDADES DE COMPUTADORA DE ESCRITORIO,ORGANISMO JUDICIAL,UNIDAD DE COMPRAS REGIONAL DE QUETZALTENANGO,EMPRESARIOS PROSPEROS DE GUATEMALA SOCIEDAD ANONIMA,20,77700.0,12,Unidad,12,False,4 days 20:34:41.000000000
1229621,2010-08-04,2010-09-02,Cotización (Art. 38 LCE),"Computación y telecomunicaciones, Otros tipos de bienes o servicios",Appliance para monitoreo y seguridad de bases de datos para el Instituto Guatemalteco de Seguridad Social.,INSTITUTO GUATEMALTECO DE SEGURIDAD SOCIAL -IGSS-,DEPARTAMENTO DE ABASTECIMIENTOS,"EMPRESA COMERCIAL DE BIENES Y SERVICIOS, SOCIEDAD ANONIMA",0,400000.0,1,Unidad,1,False,28 days 23:59:26.000000000
12296252,2020-03-23,2020-03-25,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),Salud e insumos hospitalarios,"EVENTO 4011-2020 C IGSS 6145. GORRO DESCARTABLE PARA DAMA, IMPERMEABLE, CON BORDE DE ELÁSTICO, TAMAÑO ESTÁNDAR, EMPAQUE CAJA DE 100 HASTA 300 UNIDADES",INSTITUTO GUATEMALTECO DE SEGURIDAD SOCIAL -IGSS-,HOSPITAL GENERAL DE ENFERMEDADES,"ORION MEDICAL DE GUATEMALA, SOCIEDAD ANONIMA",1,35422.0,39800,Unidad - 1 Unidad,39800,False,1 days 10:25:00.000000000
12296279,2020-03-23,2020-03-25,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),Salud e insumos hospitalarios,"EVENTO 4013-2020 C IGSS 15220. MASCARILLA NASO BUCAL PROTECTORA, DESCARTABLE DE 3 CAPAS CON FILTRO ANTICONTAMINANTE INCORPORADO, CINTAS ELASTICAS, TIPO N 95.",INSTITUTO GUATEMALTECO DE SEGURIDAD SOCIAL -IGSS-,HOSPITAL GENERAL DE ENFERMEDADES,DISTRIBUIDORA COMERCIAL HOSPITALARIA SOCIEDAD ANONIMA,2,89600.0,3500,Unidad - 1 Unidad,3500,False,1 days 10:26:19.000000000
12296295,2020-03-23,2020-03-25,Procedimientos Regulados por el artículo 44 LCE (Casos de Excepción),"Limpieza, fumigación y artículos afines, Salud e insumos hospitalarios, Seguridad y armamento","COMPRA DE DISPENSADORES O ATOMIZADORES DE ALCOHOL EN GEL Y LENTES PLÁSTICOS DE PROTECCIÓN, PARA USO DE LA MUNICIPALIDAD DE VILLA NUEVA COMO MEDIDA DE PREVENCIÓN DERIVADO DE LA ALERTA ROJA EN EL MUNICIPIO DE VILLA NUEVA, ANTE EL ESTADO DE CALAMIDAD PÚBLICA DECRETADO POR CONGRESO DE LA REPÚBLICA DE GUATEMALA, PARA LA PREVENCIÓN DEL COVID-19","MUNICIPALIDAD DE VILLA NUEVA, GUATEMALA",DEPARTAMENTO DE COMPRAS,"NANDI MERCANTIL, SOCIEDAD ANONIMA",2,262500.0,2500,Unidad,10500,True,1 days 18:38:33.000000000
12296341,2020-03-24,2020-03-26,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),Alimentos y semillas,"COMPRA DE CARNE BLANCA, PARA ALIMENTACIÓN DE LOS CENTROS DE COSTOS DE LA UNIDAD EJECUTORA 115 SEGUNDA BRIGADA DE INFANTERÍA ""CGRC""",MINISTERIO DE LA DEFENSA NACIONAL,"SEGUNDA BRIGADA DE INFANTERIA ""CGRC""","ABUGARADE,PINEDA,,FERNANDO,",2,89821.75,1000,Bolsa - 1 Libra(lb),5271,True,2 days 00:59:23.000000000
12296368,2020-03-23,2020-03-25,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),Construcción y materiales afines,BLOCK DE DIFERENTES MEDIDAS PARA SER UTILIZADOS EN PROYECTOS DE INFRAESTRUCTURA DEL MUNICIPIO DE SANTA CATARINA PINULA,"MUNICIPALIDAD DE SANTA CATARINA PINULA, GUATEMALA",CONTRATACIONES,"CORPORACION REDMAS, SOCIEDAD ANONIMA",2,88780.0,8000,Unidad,18000,True,1 days 14:31:25.000000000
12296392,2020-03-23,2020-03-25,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),Computación y telecomunicaciones,ADQUISICIÓN DE IMPRESORAS MULTIFUNCIONALES Y EQUIPO DE CÓMPUTO PARA EL HOSPITAL DE SAN BENITO.,MINISTERIO DE SALUD PÚBLICA,HOSPITAL DE SAN BENITO,"PRODUCTIVE BUSINESS SOLUTIONS (GUATEMALA), SOCIEDAD ANONIMA",9,4950.0,5,Unidad - 1 Unidad,26,True,1 days 15:40:38.000000000
12296406,2020-03-23,2020-03-25,Procedimientos Regulados por el artículo 44 LCE (Casos de Excepción),"Limpieza, fumigación y artículos afines","COMPRA DE JABÓN GEL PARA USO DE LA MUNICIPALIDAD DE VILLA NUEVA, COMO MEDIDA DE PREVENCIÓN DERIVADO DE LA ALERTA ROJA EN EL MUNICIPIO DE VILLA NUEVA ANTE EL ESTADO DE CALAMIDAD PÚBLICA DECRETADO POR CONGRESO DE LA REPÚBLICA DE GUATEMALA, PARA LA PREVENCIÓN DEL COVID-19","MUNICIPALIDAD DE VILLA NUEVA, GUATEMALA",DEPARTAMENTO DE COMPRAS,"NANDI MERCANTIL, SOCIEDAD ANONIMA",3,350000.0,5000,Galón,5000,False,1 days 18:27:38.000000000
12296449,2020-03-27,2020-03-31,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),Construcción y materiales afines,"LEVANTAMIENTO DE ESTUDIO TOPOGRAFICO Y PLANIFICACION DEL PROYECTO: MEJORAMIENTO CAMINO RURAL CON PAVIMENTO RIGIDO, ALDEA RANCHO BOJON, EL QUETZAL, SAN MARCOS.","MUNICIPALIDAD DE EL QUETZAL, SAN MARCOS",MUNCIPALIDAD DE EL QUETZAL,"TUL,VELASQUEZ,,CARLOS,FERNANDO",1,39800.0,1,Unidad,1,False,3 days 22:57:13.000000000
1229648,2010-07-20,2010-08-02,Cotización (Art. 38 LCE),Electricidad y aire acondicionado,"CONTRATACION DE UN TECNICO ELECTRICISTA PARA LAS INSTALACIONES ELECTRICAS EN TODO EL MUNICIPIO, MUNICIPALIDAD DE FRAIJANES","MUNICIPALIDAD DE FRAIJANES, GUATEMALA",DEPARTAMENTO DE COMPRAS Y CONTRATACIONES,"CHAJCHALAC,MENDEZ,,HIPOLITO,ENCARNACION",0,598050.0,100,UNIDAD,1269,True,13 days 02:17:45.000000000
12296554,2020-03-23,2020-03-25,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),Salud e insumos hospitalarios,"EVENTO 4017-2020 C IGSS 7064. SISTEMA DE VENOCLISIS PARA BOMBA DE INFUSION MICRO (CASSETTE) FOTOPROTEGIDO. EMPAQUE INDIVIDUAL, ESTÉRIL, DESCARTABLE.",INSTITUTO GUATEMALTECO DE SEGURIDAD SOCIAL -IGSS-,HOSPITAL GENERAL DE ENFERMEDADES,"HOSPIFARMACIA, SOCIEDAD ANONIMA",1,90000.0,1000,Unidad - 1 Unidad,1000,False,1 days 10:29:31.000000000
12296627,2020-03-23,2020-03-25,Procedimientos Regulados por el artículo 44 LCE (Casos de Excepción),Salud e insumos hospitalarios,"COMPRA DE ALCOHOL PURO 99% PARA USO DE LA MUNICIPALIDAD DE VILLA NUEVA, COMO MEDIDA DE PREVENCIÓN DERIVADO DE LA ALERTA ROJA EN EL MUNICIPIO DE VILLA NUEVA, ANTE EL ESTADO DE CALAMIDAD PÚBLICA DECRETADO POR EL CONGRESO DE LA REPÚBLICA, PAR LA PREVENCIÓN DEL COVID-19","MUNICIPALIDAD DE VILLA NUEVA, GUATEMALA",DEPARTAMENTO DE COMPRAS,"NANDI MERCANTIL, SOCIEDAD ANONIMA",2,299405.0,2330,Unidad,2330,False,1 days 17:37:45.000000000
12296678,2020-03-24,2020-03-26,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),Alimentos y semillas,680 - CARNE BLANCA ANIMAL: POLLO; CORTE: PECHUGA; BANDEJA/1 LIBRA C-93553,INSTITUTO GUATEMALTECO DE SEGURIDAD SOCIAL -IGSS-,"HOSPITAL DEPARTAMENTAL PUERTO BARRIOS, IZABAL","RAMIREZ,GARZONA,,ELSA,AUDELIA",2,17000.0,680,Bandeja - 1 Libra(lb),680,False,1 days 20:07:11.000000000
12296686,2020-03-24,2020-03-26,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),Alimentos y semillas,190 - CARNE BLANCA ANIMAL: POLLO; CORTE: PIERNA Y CUADRIL; BOLSA/1 LIBRA C-93564,INSTITUTO GUATEMALTECO DE SEGURIDAD SOCIAL -IGSS-,"HOSPITAL DEPARTAMENTAL PUERTO BARRIOS, IZABAL","RAMIREZ,GARZONA,,ELSA,AUDELIA",2,1672.0,190,Bolsa - 1 Libra(lb),190,False,1 days 20:05:53.000000000
12296716,2020-03-23,2020-03-25,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),Salud e insumos hospitalarios,"EVENTO 3993/2020 CODIGO IGSS 2124 Tobramicina Solución para inhalación 300 mg / 5 ml, vial o ampolla 5 ml
SEGÚN AMPAROS NOS. 39/2019, 203/2011, 95/2012, 43/2018, 290/2012, 92/2014, 82/2018, 41/2018",INSTITUTO GUATEMALTECO DE SEGURIDAD SOCIAL -IGSS-,HOSPITAL GENERAL DE ENFERMEDADES,"AVIV FARMACEUTICA, SOCIEDAD ANONIMA",1,89600.0,112,Víal - 5 Mililitro(ml),112,False,1 days 12:48:59.000000000
12296724,2020-03-24,2020-03-26,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),Alimentos y semillas,220 - CARNE BLANCA ANIMAL: CERDO; CORTE: POSTA; BOLSA/1 LIBRA C-93565,INSTITUTO GUATEMALTECO DE SEGURIDAD SOCIAL -IGSS-,"HOSPITAL DEPARTAMENTAL PUERTO BARRIOS, IZABAL","RAMIREZ,GARZONA,,ELSA,AUDELIA",2,5720.0,220,Bolsa - 1 Libra(lb),220,False,1 days 20:01:57.000000000
12296740,2020-03-24,2020-03-26,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),Muebles y mobiliario de oficina,"ADQUISICIÓN DE ESTANTES ARCHIVOS Y ESCRITORIOS, PARA EL HOSPITAL DE SAN BENITO.",MINISTERIO DE SALUD PÚBLICA,HOSPITAL DE SAN BENITO,"OFFYMARKET, SOCIEDAD ANONIMA",5,15879.26,7,Unidad - 1 Unidad,29,True,1 days 21:21:31.000000000
12296759,2020-03-24,2020-03-26,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),Alimentos y semillas,70 - FÓRMULA PARA LACTANTE CON LACTOSA FÓRMULA SUCEDÁNEA DE LA LECHE MATERNA POLVO. ENVASE 400 G - 460 G C-404,INSTITUTO GUATEMALTECO DE SEGURIDAD SOCIAL -IGSS-,"HOSPITAL DEPARTAMENTAL PUERTO BARRIOS, IZABAL",BODEGA FARMACEUTICA SOCIEDAD ANONIMA,2,3080.0,70,Unidad,70,False,1 days 19:59:33.000000000
12296767,2020-03-24,2020-03-27,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),Papelería y artículos de librería,"ADQUISICIÓN DE TINTAS Y TÓNERS PARA EL DESARROLLO DE LAS FUNCIONES DEL CUERPO DE INGENIEROS DEL EJÉRCITO ""TCIFVA"".",MINISTERIO DE LA DEFENSA NACIONAL,CUERPO DE INGENIEROS DEL EJERCITO DE GUATEMALA TCIFVA,"HERNANDEZ,,,OSCAR,ANTONIO",4,88618.0,265,Unidad - 1 Unidad,660,True,2 days 22:27:44.000000000
12296783,2020-03-24,2020-03-26,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),Alimentos y semillas,04 - ACEITE TIPO: COMESTIBLE VEGETAL (SEMILLA DE GIRASOL); ENVASE/ 5 GALÓN C-93255,INSTITUTO GUATEMALTECO DE SEGURIDAD SOCIAL -IGSS-,"HOSPITAL DEPARTAMENTAL PUERTO BARRIOS, IZABAL","GONZALEZ,MARROQUIN,,DELFIDA,ARGELIA",1,1132.0,4,Envase - 5 Galón(gal),4,False,1 days 19:48:07.000000000
1229680,2010-07-14,2010-07-15,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),Salud e insumos hospitalarios,BASES DE LISTADO 1516 CODIGO 10559. PRODUCTOS MEDICINALES,INSTITUTO GUATEMALTECO DE SEGURIDAD SOCIAL -IGSS-,UNIDAD DE CONSULTA EXTERNA DE ENFERMEDADES,"J.I. COHEN, SOCIEDAD ANONIMA",0,10285.71,2,UNIDAD,2,False,0 days 17:58:49.000000000
12296813,2020-04-02,2020-04-03,Procedimientos Regulados por el artículo 44 LCE (Casos de Excepción),Salud e insumos hospitalarios,ADQUISICIÓN DE MATERIAL MEDICO QUIRÚRGICO PARA EMERGENCIA COVID-19.,MINISTERIO DE SALUD PÚBLICA,HOSPITAL NACIONAL MELCHOR DE MENCOS,IMPORTADORA MEDICA FARMACEUTICA ODONTOLOGICA HOSPITALARIA SOCIEDAD ANONIMA,2,4500.0,50,Caja - 100 Unidades,10050,True,0 days 23:02:40.000000000
12296848,2020-03-23,2020-03-25,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),Salud e insumos hospitalarios,"Betametasona + Ácido salicílico Ungüento, tubo 15 g. CÓDIGO IGSS 370",INSTITUTO GUATEMALTECO DE SEGURIDAD SOCIAL -IGSS-,HOSPITAL DE MAZATENANGO,SERVICIO DE COMERCIO INTERNACIONAL SOCIEDAD ANONIMA,1,1500.0,200,Tubo - 1 Unidad,200,False,1 days 14:28:14.000000000
12296864,2020-03-23,2020-03-25,Procedimientos Regulados por el artículo 44 LCE (Casos de Excepción),"Limpieza, fumigación y artículos afines","100 CLORO, CODIGO PPR: 4894 - 5115",INSTITUTO GUATEMALTECO DE SEGURIDAD SOCIAL -IGSS-,"CONSULTORIO ANTIGUA GUATEMALA, SACATEPEQUEZ","LOPEZ,JUAREZ,,ELSA,JOHANA",3,1500.0,100,Bote - 1 Galón(gal),100,False,1 days 14:45:59.000000000
12296880,2020-03-24,2020-03-26,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),Alimentos y semillas,33 - CHAMPURRADA TIPO: TOSTADO; PAQUETE/25 UNIDAD(ES) C-93741,INSTITUTO GUATEMALTECO DE SEGURIDAD SOCIAL -IGSS-,"HOSPITAL DEPARTAMENTAL PUERTO BARRIOS, IZABAL","RAMIREZ,GARZONA,,ELSA,AUDELIA",2,643.5,33,Paquete - 25 Unidades,33,False,1 days 20:08:37.000000000
12296899,2020-04-02,2020-04-13,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),Computación y telecomunicaciones,1 ESCÁNER COMPACTO,SUPERINTENDENCIA DE ADMINISTRACION TRIBUTARIA -SAT-,DEPARTAMENTO DE COMPRAS Y CONTRATACIONES,"COMPAÑIA GENKO, SOCIEDAD ANONIMA",7,3945.0,1,Unidad - 1 Unidad,1,False,10 days 22:05:39.000000000
1229699,2010-07-20,2010-08-30,Licitación Pública (Art. 17 LCE),Construcción y materiales afines,CONSTRUCCION PUENTE VEHICULAR CANTON AGUA ESCONDIDA ALDEA LAS MAJADAS MUNICIPIO DE TACANA DEL DEPARTAMENTO DE SAN MARCOS,"MUNICIPALIDAD DE TACANÁ, SAN MARCOS","TESORERIA MUNICIPAL DE TACANÀ, SAN MARCOS","HERRERA,PEREZ,,HUMBERTO,",0,1496295.76,167,Metros Cuadrados,167,False,41 days 01:05:44.000000000
12297011,2020-03-26,2020-03-31,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),Computación y telecomunicaciones,12 UNIDADES DE AIRE ACONDICIONADO PORTÁTIL,ORGANISMO JUDICIAL,UNIDAD DE COMPRAS REGIONAL DE QUETZALTENANGO,PATRIMONIOS CONSOLIDADOS SOCIEDAD ANONIMA,12,36960.0,12,Unidad,12,False,4 days 21:24:03.000000000
12297046,2020-04-03,2020-04-20,Cotización (Art. 38 LCE),"Seguros, fianzas y servicios bancarios","ADQUISICIÓN DE PÓLIZAS DE SEGURO PARA MEDIOS DE TRANSPORTE Y MAQUINARIA DE CONSTRUCCION DE LA MUNICIPALIDAD DE SAN MIGUEL PETAPA, GUATEMALA","MUNICIPALIDAD DE SAN MIGUEL PETAPA, GUATEMALA",DEPARTAMENTO DE COMPRAS,"ASEGURADORA GUATEMALTECA, SOCIEDAD ANONIMA",1,408896.01,1,Unidad,1,False,16 days 14:08:56.000000000
12297097,2020-03-23,2020-03-25,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),Computación y telecomunicaciones,LICENCIA DE PROTECCIÓN DE INTERNET Y RED PARA UN FIREWALL PARA USO DE LA SECRETARÍA DE COMUNICACIÓN SOCIAL DE LA PRESIDENCIA,SECRETARÍA DE COMUNICACIÓN SOCIAL DE LA PRESIDENCIA DE LA REPÚBLICA,SECRETARIA DE COMUNICACION SOCIAL DE LA PRESIDENCIA,"NAVEGA.COM, SOCIEDAD ANONIMA.",2,44875.0,1,Unidad,1,False,1 days 11:31:07.000000000
12297100,2020-03-24,2020-03-26,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),"Computación y telecomunicaciones, Otros tipos de bienes o servicios","01 servicio de telefonía móvil para atención remota consiste en 50 líneas móviles con acceso a internet, para el Instituto Guatemalteco de Seguridad Social -IGSS-",INSTITUTO GUATEMALTECO DE SEGURIDAD SOCIAL -IGSS-,COMUNICACION SOCIAL Y RELACIONES PUBLICAS,"TELECOMUNICACIONES DE GUATEMALA, SOCIEDAD ANONIMA",2,59750.0,1,Unidad,1,False,2 days 00:31:41.000000000
12297127,2020-03-23,2020-03-25,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),Salud e insumos hospitalarios,"Carboximetilcelulosa Solución oftálmica 0.5 %, frasco gotero o frasco plástico o frasco de 15 a 30 ml. CÓDIGO IGSS 211",INSTITUTO GUATEMALTECO DE SEGURIDAD SOCIAL -IGSS-,HOSPITAL DE MAZATENANGO,SERVICIO DE COMERCIO INTERNACIONAL SOCIEDAD ANONIMA,3,89987.04,3092,Gotero - 15 Mililitro(ml),3092,False,1 days 14:07:41.000000000
12297232,2020-03-23,2020-03-25,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),Salud e insumos hospitalarios,"EVENTO 3994/2020 CODIGO IGSS 2124 Tobramicina Solución para inhalación 300 mg / 5 ml, vial o ampolla 5 ml
SEGÚN AMPAROS NOS. 39/2019, 203/2011, 95/2012, 43/2018, 290/2012, 92/2014, 82/2018, 41/2018",INSTITUTO GUATEMALTECO DE SEGURIDAD SOCIAL -IGSS-,HOSPITAL GENERAL DE ENFERMEDADES,"AVIV FARMACEUTICA, SOCIEDAD ANONIMA",1,89600.0,112,Víal - 5 Mililitro(ml),112,False,1 days 12:46:26.000000000
12297240,2020-03-23,2020-03-25,Procedimientos Regulados por el artículo 44 LCE (Casos de Excepción),"Otros tipos de bienes o servicios, Salud e insumos hospitalarios","MSPAS No. 2020-INF-CE-06 COMPRA DIRECTA DE MOBILIARIO Y EQUIPO MEDICO-SANITARIO Y DE LABORATORIO, PARA EL HOSPITAL INFANTIL DE INFECTOLOGÍA Y REHABILITACIÓN.",MINISTERIO DE SALUD PÚBLICA,HOSPITAL DE INFECTOLOGÍA Y REHABILITACIÓN,OXI-RENT SOCIEDAD ANONIMA,0,10500.0,5,Unidad - 1 Unidad,28,True,1 days 19:01:51.000000000
12297259,2020-03-31,2020-04-02,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),Alimentos y semillas,"""ADQUISICIÓN DE ABARROTES PARA EL COMANDO AÉREO CENTRAL ¿LA AURORA¿ PERÍODO DE ABRIL 2020""",MINISTERIO DE LA DEFENSA NACIONAL,COMANDANCIA DE LA FUERZA AEREA GUATEMALTECA,"PADILLA,CRUZ,,LESVIA,HAYDEE",2,49054.75,2,Galón - 3.78 Litro(lt),774,True,1 days 22:38:35.000000000
12297283,2020-03-23,2020-03-25,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),Salud e insumos hospitalarios,"EVENTO 3995/2020 CODIGO IGSS 2124 Tobramicina Solución para inhalación 300 mg / 5 ml, vial o ampolla 5 ml
SEGÚN AMPAROS NOS. 39/2019, 203/2011, 95/2012, 43/2018, 290/2012, 92/2014, 82/2018, 41/2018",INSTITUTO GUATEMALTECO DE SEGURIDAD SOCIAL -IGSS-,HOSPITAL GENERAL DE ENFERMEDADES,"AVIV FARMACEUTICA, SOCIEDAD ANONIMA",1,89600.0,112,Víal - 5 Mililitro(ml),112,False,1 days 12:44:40.000000000
12297305,2020-03-23,2020-03-25,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),Salud e insumos hospitalarios,"EVENTO 3996/2020 CODIGO IGSS 2124 Tobramicina Solución para inhalación 300 mg / 5 ml, vial o ampolla 5 ml
SEGÚN AMPAROS NOS. 39/2019, 203/2011, 95/2012, 43/2018, 290/2012, 92/2014, 82/2018, 41/2018",INSTITUTO GUATEMALTECO DE SEGURIDAD SOCIAL -IGSS-,HOSPITAL GENERAL DE ENFERMEDADES,"AVIV FARMACEUTICA, SOCIEDAD ANONIMA",1,89600.0,112,Víal - 5 Mililitro(ml),112,False,1 days 12:42:53.000000000
12297321,2020-03-23,2020-03-25,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),Salud e insumos hospitalarios,"EVENTO 3997/2020 CODIGO IGSS 2124 Tobramicina Solución para inhalación 300 mg / 5 ml, vial o ampolla 5 ml
SEGÚN AMPAROS NOS. 39/2019, 203/2011, 95/2012, 43/2018, 290/2012, 92/2014, 82/2018, 41/2018",INSTITUTO GUATEMALTECO DE SEGURIDAD SOCIAL -IGSS-,HOSPITAL GENERAL DE ENFERMEDADES,"AVIV FARMACEUTICA, SOCIEDAD ANONIMA",1,89600.0,112,Víal - 5 Mililitro(ml),112,False,1 days 12:40:49.000000000
12297356,2020-03-23,2020-03-25,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),Salud e insumos hospitalarios,"EVENTO 3999/2020 CODIGO IGSS 2124 Tobramicina Solución para inhalación 300 mg / 5 ml, vial o ampolla 5 ml
SEGÚN AMPAROS NOS. 39/2019, 203/2011, 95/2012, 43/2018, 290/2012, 92/2014, 82/2018, 41/2018",INSTITUTO GUATEMALTECO DE SEGURIDAD SOCIAL -IGSS-,HOSPITAL GENERAL DE ENFERMEDADES,"AVIV FARMACEUTICA, SOCIEDAD ANONIMA",1,89600.0,112,Víal - 5 Mililitro(ml),112,False,1 days 12:35:49.000000000
12297364,2020-03-23,2020-03-25,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),Salud e insumos hospitalarios,"EVENTO 3998/2020 CODIGO IGSS 2124 Tobramicina Solución para inhalación 300 mg / 5 ml, vial o ampolla 5 ml
SEGÚN AMPAROS NOS. 39/2019, 203/2011, 95/2012, 43/2018, 290/2012, 92/2014, 82/2018, 41/2018",INSTITUTO GUATEMALTECO DE SEGURIDAD SOCIAL -IGSS-,HOSPITAL GENERAL DE ENFERMEDADES,"AVIV FARMACEUTICA, SOCIEDAD ANONIMA",1,89600.0,112,Víal - 5 Mililitro(ml),112,False,1 days 12:37:01.000000000
12297380,2020-03-23,2020-03-25,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),Salud e insumos hospitalarios,"EVENTO 4000/2020 CODIGO IGSS 2124 Tobramicina Solución para inhalación 300 mg / 5 ml, vial o ampolla 5 ml
SEGÚN AMPAROS NOS. 39/2019, 203/2011, 95/2012, 43/2018, 290/2012, 92/2014, 82/2018, 41/2018",INSTITUTO GUATEMALTECO DE SEGURIDAD SOCIAL -IGSS-,HOSPITAL GENERAL DE ENFERMEDADES,"AVIV FARMACEUTICA, SOCIEDAD ANONIMA",1,89600.0,112,Víal - 5 Mililitro(ml),112,False,1 days 12:35:08.000000000
12297399,2020-03-23,2020-03-25,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),Salud e insumos hospitalarios,"EVENTO 4001/2020 CODIGO IGSS 2124 Tobramicina Solución para inhalación 300 mg / 5 ml, vial o ampolla 5 ml
SEGÚN AMPAROS NOS. 39/2019, 203/2011, 95/2012, 43/2018, 290/2012, 92/2014, 82/2018, 41/2018",INSTITUTO GUATEMALTECO DE SEGURIDAD SOCIAL -IGSS-,HOSPITAL GENERAL DE ENFERMEDADES,"AVIV FARMACEUTICA, SOCIEDAD ANONIMA",1,89600.0,112,Víal - 5 Mililitro(ml),112,False,1 days 12:33:46.000000000
12297402,2020-03-23,2020-03-25,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),Salud e insumos hospitalarios,"EVENTO 4002/2020 CODIGO IGSS 2124 Tobramicina Solución para inhalación 300 mg / 5 ml, vial o ampolla 5 ml
SEGÚN AMPAROS NOS. 39/2019, 203/2011, 95/2012, 43/2018, 290/2012, 92/2014, 82/2018, 41/2018",INSTITUTO GUATEMALTECO DE SEGURIDAD SOCIAL -IGSS-,HOSPITAL GENERAL DE ENFERMEDADES,"AVIV FARMACEUTICA, SOCIEDAD ANONIMA",1,89600.0,112,Víal - 5 Mililitro(ml),112,False,1 days 12:32:18.000000000
